sentence_id,sentence,ner_entities
entertainment_355.txt_554,"Mike Leigh is up for the best director award for Vera Drake, alongside Martin Scorsese for The Aviator, Michael Mann for Collateral, Michel Gondry for Eternal Sunshine of the Spotless Mind and Marc Forster for Finding Neverland.","[{""text"": ""Mike Leigh"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Vera Drake"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Martin Scorsese"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Michael Mann"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Michel Gondry"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Marc Forster"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_244.txt_26,"

Ms Kelly, who is Catholic, is reported to be ""pro-life"" and has opposed embryo research.","[{""text"": ""Kelly"", ""label"": ""POLITICIAN""}]"
politics_244.txt_49,Medical Research Council Professor Nancy Rothwell said Ms Kelly's views mattered as she was responsible for training future scientists.,"[{""text"": ""Nancy Rothwell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Kelly"", ""label"": ""POLITICIAN""}]"
politics_244.txt_333,"He said: ""If someone as senior as Ruth Kelly is not going to favour stem cell research we will end up with a similarly schizophrenic system in this country.","[{""text"": ""Ruth Kelly"", ""label"": ""POLITICIAN""}]"
entertainment_358.txt_31,The star of film and TV hits Day of the Jackal and Edward and Mrs Simpson has joined forces with Swansea-born actor-director Terry Palmer.,"[{""text"": ""Edward"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Mrs Simpson"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Terry Palmer"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_328.txt_119,The Aviator is also widely tipped to win the best director prize for Martin Scorsese.,"[{""text"": ""Martin Scorsese"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_328.txt_253,X Factor judge Sharon Osbourne will present Sky television's live coverage of the event.,"[{""text"": ""Sharon Osbourne"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_316.txt_183,"During his interview with the Jewish Chronicle, Mr Blair said: ""I've been a very strong supporter of the Jewish community and Israel, and will always be so.""","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_316.txt_380,"Mr Blair repeated calls for the mayor to apologise for likening the reporter, Oliver Finegold, to a concentration camp guard.","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Oliver Finegold"", ""label"": ""AUTHOR-WRITER""}]"
business_114.txt_62,Mr Ebbers is on trial for fraud and conspiracy in relation to WorldCom's collapse in 2002.,"[{""text"": ""Ebbers"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
business_114.txt_266,The trial of Mr Ebbers is now into its third week.,"[{""text"": ""Ebbers"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_111.txt_0,Elton plays Paris charity concert,"[{""text"": ""Elton"", ""label"": ""MUSICIAN""}]"
entertainment_111.txt_229,Sir Elton has also teamed up with Phil Collins to record a version of Eric Clapton's 1991 hit Tears In Heaven to raise money for the relief fund.,"[{""text"": ""Elton"", ""label"": ""MUSICIAN""}, {""text"": ""Phil Collins"", ""label"": ""MUSICIAN""}, {""text"": ""Eric Clapton"", ""label"": ""MUSICIAN""}]"
sport_159.txt_0,Mourinho defiant on Chelsea form,"[{""text"": ""Mourinho"", ""label"": ""ATHLETE""}]"
sport_159.txt_268,"Asked if his Chelsea honeymoon was now over, Mourinho replied: ""I have had 20 years of honeymoons with my wife.","[{""text"": ""Mourinho"", ""label"": ""ATHLETE""}]"
business_099.txt_471,"""As gas prices continue their upward march, fuel efficiency catches the public eye,"" Jim Press, vice president and chief operating officer of Toyota's US sales arm, said in a statement.","[{""text"": ""Jim Press"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_070.txt_99,Former Playschool presenter Floella Benjamin was awarded the Special Award for outstanding creative contribution to children's film and television.,"[{""text"": ""Floella Benjamin"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_070.txt_140,South American-themed cartoon Joko! Jakamoko! Toto! won the honour for pre-school animation and its writer Tony Collingwood for original writer.,"[{""text"": ""Tony Collingwood"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_070.txt_168,"Debbie Isitt won the award for best adapted writer for her work with Jacqueline Wilson's The Illustrated Mum, which won the award for best schools drama.","[{""text"": ""Debbie Isitt"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Jacqueline Wilson"", ""label"": ""AUTHOR-WRITER""}]"
politics_171.txt_86,Shadow home secretary David Davis said five million children were being denied adequate sporting opportunities.,"[{""text"": ""David Davis"", ""label"": ""POLITICIAN""}]"
politics_294.txt_303,Deputy Prime Minister John Prescott held a private meeting with senior union figures on Thursday night.,"[{""text"": ""John Prescott"", ""label"": ""POLITICIAN""}]"
politics_323.txt_91,"He, like Mr Kennedy, pointed to the hundreds of thousands of people who demonstrated against plans for the Iraq war.","[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
politics_416.txt_50,"Others targeted include Oliver Letwin, David Davis and Theresa May, Lib Dem's elections chief Lord Rennard said.","[{""text"": ""Oliver Letwin"", ""label"": ""POLITICIAN""}, {""text"": ""David Davis"", ""label"": ""POLITICIAN""}, {""text"": ""Theresa May"", ""label"": ""POLITICIAN""}, {""text"": ""Lord Rennard"", ""label"": ""POLITICIAN""}]"
entertainment_180.txt_0,McCririck out of Big Brother show,"[{""text"": ""McCririck"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_180.txt_6,"

Racing pundit John McCririck has become the latest contestant to be evicted from Celebrity Big Brother.","[{""text"": ""John McCririck"", ""label"": ""PUBLIC-FIGURE""}]"
politics_125.txt_22,"John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election.","[{""text"": ""John Houston"", ""label"": ""POLITICIAN""}]"
politics_125.txt_107,"Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade.","[{""text"": ""Houston"", ""label"": ""POLITICIAN""}]"
politics_210.txt_383,"Piers Freelove is senior benefit officer on the picket line at Companies House, in Cardiff.","[{""text"": ""Piers Freelove"", ""label"": ""PUBLIC-FIGURE""}]"
sport_239.txt_0,"Beckham relief as Real go through

David Beckham expressed his relief at Real Madrid's passage to the Champions League knockout phase.","[{""text"": ""Beckham"", ""label"": ""ATHLETE""}, {""text"": ""David Beckham"", ""label"": ""ATHLETE""}]"
entertainment_274.txt_0,TV presenter Deeley drops CD:UK,"[{""text"": ""Deeley"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_122.txt_58,Leader Michael Howard said the checks on new arrivals would help protect public health and the NHS.,"[{""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
politics_122.txt_515,"Immigration minister Des Browne quoted its five-year plan for immigration and asylum, as saying: ""We are implementing our existing powers by targeted health screening for TB in high-risk areas at the entry clearance stage.","[{""text"": ""Des Browne"", ""label"": ""POLITICIAN""}]"
politics_378.txt_0,Blair defends terror law changes,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
tech_202.txt_544,"As such there was nothing to stop Mr Underwood letting people hunt ""unregulated"" imported animals and wild pigs.","[{""text"": ""Underwood"", ""label"": ""PUBLIC-FIGURE""}]"
tech_202.txt_565,Mr Underwood also lets people come in person to the ranch to hunt and shoot game animals.,"[{""text"": ""Underwood"", ""label"": ""PUBLIC-FIGURE""}]"
sport_040.txt_0,Radcliffe tackles marathon tasks,"[{""text"": ""Radcliffe"", ""label"": ""ATHLETE""}]"
sport_040.txt_850,"And Yelling says: ""I think this will probably make Paula.""","[{""text"": ""Yelling"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Paula"", ""label"": ""ATHLETE""}]"
politics_155.txt_7,"

Hiding women away in the home hidden behind veils is a backward view of Islam, President Musharraf of Pakistan has said during a visit to Britain.","[{""text"": ""Musharraf"", ""label"": ""POLITICIAN""}]"
politics_155.txt_64,"She is very religious but she is very moderate,"" said General Musharraf.","[{""text"": ""Musharraf"", ""label"": ""POLITICIAN""}]"
politics_155.txt_115,"Gen Musharraf told the BBC: ""Some people think that the women should be confined to their houses and put veils on and all that and they should not move out - absolutely wrong.""","[{""text"": ""Musharraf"", ""label"": ""POLITICIAN""}]"
politics_155.txt_263,"On Monday the Pakistani president met Prime Minister Tony Blair at 10 Downing Street, on his first official visit to London.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
politics_155.txt_365,"Speaking in London on Monday, Gen Musharraf said al-Qaeda was ""on the run"" in Pakistan.","[{""text"": ""Musharraf"", ""label"": ""POLITICIAN""}]"
politics_155.txt_387,"But standing next to Mr Blair he added that it was crucial to tackle the ""core of what creates terrorists, what creates an extremist, militant environment which then leads on to terrorism"".","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_116.txt_503,"Theresa May, Tory shadow work and pensions secretary, said: ""We have got to find a way that's going to ensure those payments get through to the people who are due them.""","[{""text"": ""Theresa May"", ""label"": ""POLITICIAN""}]"
politics_046.txt_64,He is also being investigated over the visa application of Mrs Quinn's ex-nanny.,"[{""text"": ""Quinn"", ""label"": ""PUBLIC-FIGURE""}]"
politics_200.txt_0,Mallon wades into NE vote battle,"[{""text"": ""Mallon"", ""label"": ""POLITICIAN""}]"
politics_200.txt_32,"The former police chief, dubbed Robocop for his zero tolerance style, clashed on Thursday with Sunderland No campaigner Neil Herron.","[{""text"": ""Robocop"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Neil Herron"", ""label"": ""POLITICIAN""}]"
politics_200.txt_281,"Mr Mallon is a late recruit to the Yes campaign after rejecting overtures from No campaigners including, he claims, Tory leader Michael Howard.","[{""text"": ""Mallon"", ""label"": ""POLITICIAN""}, {""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
politics_007.txt_0,Fox attacks Blair's Tory 'lies',"[{""text"": ""Fox"", ""label"": ""POLITICIAN""}, {""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
entertainment_381.txt_66,Morrison is seen quizzing a college administrator on why he was refused.,"[{""text"": ""Morrison"", ""label"": ""PUBLIC-FIGURE""}]"
politics_255.txt_279,"And I am not going to be diverted or distracted, nor is Tony Blair, by newspaper stories or books or rumours or gossip.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
politics_255.txt_592,"These rumours were fuelled by Mr Blair's decision to hold his monthly media conference at the same time as a long-planned speech by Mr Brown on UK plans to tackle global poverty with a new ""Marshall Plan"" for Africa.","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
sport_493.txt_0,"Connors' rallying cry for British tennis

""Do you have it in your heart?","[{""text"": ""Connors"", ""label"": ""ATHLETE""}]"
sport_493.txt_182,Connors is not the first great name to offer his services to the LTA - his long-time rival John McEnroe has repeatedly done the same.,"[{""text"": ""Connors"", ""label"": ""ATHLETE""}, {""text"": ""John McEnroe"", ""label"": ""ATHLETE""}]"
sport_493.txt_420,Connors is a straight-talker and will be equally blunt and honest in his dealings with the LTA and the cream of Britain's young players.,"[{""text"": ""Connors"", ""label"": ""ATHLETE""}]"
politics_191.txt_31,"President Bush has announced that an alliance of the US, India, Australia and Japan will co-ordinate a humanitarian drive.","[{""text"": ""Bush"", ""label"": ""POLITICIAN""}]"
politics_191.txt_89,Ms Short resigned as international development secretary over the Iraq war.,"[{""text"": ""Short"", ""label"": ""POLITICIAN""}]"
politics_184.txt_0,Blair rejects Iraq advice calls,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_184.txt_94,"""That's what he (Lord Goldsmith) said and that's what I say.","[{""text"": ""Lord Goldsmith"", ""label"": ""POLITICIAN""}]"
politics_184.txt_205,"Mr Mates, who is a member of the Commons intelligence and security committee and was part of the Butler inquiry into pre-war intelligence, told the BBC on Friday: ""That, as a general rule, is right, but it's not an absolute rule.""","[{""text"": ""Mates"", ""label"": ""POLITICIAN""}, {""text"": ""Butler"", ""label"": ""POLITICIAN""}]"
politics_184.txt_258,"He said there had been other occasions when advice had been published, most recently regarding Prince Charles's marriage plans.","[{""text"": ""Prince Charles"", ""label"": ""PUBLIC-FIGURE""}]"
sport_341.txt_0,Charvis set to lose fitness bid,"[{""text"": ""Charvis"", ""label"": ""ATHLETE""}]"
politics_367.txt_0,"UK heading wrong way, says Howard","[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
tech_258.txt_198,"""Patent rights, it is claimed, protect inventors but in this case it is exclusively the interests of the big companies that are protected,"" Eva Lichtenberg, a Austrian Green member of the European Parliament said in a statement.","[{""text"": ""Eva Lichtenberg"", ""label"": ""POLITICIAN""}]"
entertainment_158.txt_283,"Rodgers was singer with early 1970s rockers Free, who had a global hit with All Right Now, before forming Bad Company, a successful ""supergroup"" with members of King Crimson and Mott the Hoople.","[{""text"": ""Rodgers"", ""label"": ""MUSICIAN""}]"
entertainment_279.txt_88,"""I'm not pleased,"" Jefferson Parish Sheriff Harry Lee said.","[{""text"": ""Harry Lee"", ""label"": ""POLITICIAN""}]"
business_065.txt_175,"""Of course we applaud humanitarian initiatives, but why target the airlines?"" said Ulrich Schulte-Strathaus, secretary general of the Association of European Airlines.","[{""text"": ""Ulrich Schulte-Strathaus"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_231.txt_0,Woolf murder sentence rethink,"[{""text"": ""Lord Woolf"", ""label"": ""PUBLIC-FIGURE""}]"
politics_407.txt_31,"Mr Boateng, 53, is to become the UK's high commissioner to South Africa.","[{""text"": ""Boateng"", ""label"": ""POLITICIAN""}]"
politics_407.txt_144,"Prime Minister Tony Blair said: ""Paul has been both a valued colleague and a trusted friend for many years.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Paul"", ""label"": ""POLITICIAN""}]"
sport_194.txt_148,"""The situation for Jens is that he is currently the number two keeper at Arsenal.","[{""text"": ""Jens"", ""label"": ""ATHLETE""}]"
politics_364.txt_0,Howard attacks 'pay later' Budget,"[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
sport_397.txt_0,Sculthorpe wants Lions captaincy,"[{""text"": ""Sculthorpe"", ""label"": ""ATHLETE""}]"
politics_405.txt_144,"His words came as Cardinal Cormac Murphy O'Connor, the Archbishop of Westminster, backed Mr Howard's stance and distanced himself from Labour.","[{""text"": ""Cormac Murphy O'Connor"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
politics_405.txt_169,"In a statement, he said abortion was a ""very key issue"", saying: ""The policy supported by Mr Howard is one that we would commend, on the way to a full abandonment of abortion.""","[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
politics_405.txt_296,"In the Cosmopolitan interview Mr Howard said: ""I believe abortion should be available to everyone, but the law should be changed.","[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
politics_405.txt_438,"Mr Blair, who last year denied he planned to join his wife and four children in the Catholic faith despite regularly taking communion, said abortion was a ""difficult issue"".","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
